State and area;Year;Month;Employment;Unemployment
Wyoming;1995;10;241.567   ;12.444   
Alabama;1995;11;1951431   ;116.269   
Alaska;1995;11;281.904   ;23.220   
Arizona;1995;11;2146292   ;116.088   
Arkansas;1995;11;1167791   ;60.890   
California;1995;11;14048728   ;1201847   
Los Angeles County;1995;11;3941805   ;361.701   
Colorado;1995;11;2061108   ;89.815   
Connecticut;1995;11;1648338   ;91.081   
Delaware;1995;11;367.338   ;17.653   
District of Columbia;1995;11;270.401   ;26.011   
Florida;1995;11;6685037   ;393.712   
Georgia;1995;11;3544584   ;175.869   
Hawaii;1995;11;552.050   ;33.864   
Idaho;1995;11;573.561   ;33.740   
Illinois;1995;11;5863729   ;327.636   
Indiana;1995;11;2975200   ;138.851   
Iowa;1995;11;1540509   ;56.263   
Kansas;1995;11;1300151   ;55.094   
Kentucky;1995;11;1751796   ;101.515   
Louisiana;1995;11;1834191   ;130.868   
Maine;1995;11;607.771   ;36.511   
Maryland;1995;11;2577109   ;138.649   
Massachusetts;1995;11;3037115   ;165.423   
Michigan;1995;11;4589080   ;242.016   
Minnesota;1995;11;2540805   ;97.009   
Mississippi;1995;11;1176732   ;78.567   
Missouri;1995;11;2726746   ;128.357   
Montana;1995;11;418.540   ;25.875   
Nebraska;1995;11;882.528   ;24.219   
Nevada;1995;11;817.417   ;46.438   
New Hampshire;1995;11;609.436   ;23.006   
New Jersey;1995;11;3858207   ;263.966   
New Mexico;1995;11;745.760   ;57.630   
New York;1995;11;8118468   ;552.068   
New York city;1995;11;3045637   ;279.021   
North Carolina;1995;11;3615032   ;173.512   
North Dakota;1995;11;332.281   ;11.135   
Ohio;1995;11;5336911   ;288.330   
Oklahoma;1995;11;1497636   ;68.365   
Oregon;1995;11;1597340   ;83.673   
Pennsylvania;1995;11;5568367   ;351.673   
Rhode Island;1995;11;482.156   ;30.183   
South Carolina;1995;11;1768537   ;99.884   
South Dakota;1995;11;374.511   ;12.617   
Tennessee;1995;11;2593104   ;143.318   
Texas;1995;11;9043826   ;600.004   
Utah;1995;11;991.525   ;34.205   
Vermont;1995;11;308.423   ;13.304   
Virginia;1995;11;3279584   ;152.887   
Washington;1995;11;2652805   ;177.904   
West Virginia;1995;11;724.132   ;64.241   
Wisconsin;1995;11;2778877   ;108.491   
Wyoming;1995;11;241.636   ;12.425   
Alabama;1995;12;1953285   ;114.332   
Alaska;1995;12;282.155   ;23.413   
Arizona;1995;12;2146501   ;116.509   
Arkansas;1995;12;1168393   ;61.342   
California;1995;12;14009652   ;1196159   
Los Angeles County;1995;12;3939841   ;363.928   
Colorado;1995;12;2063202   ;89.787   
Connecticut;1995;12;1648899   ;90.822   
Delaware;1995;12;366.376   ;18.210   
District of Columbia;1995;12;269.493   ;25.692   
Florida;1995;12;6695625   ;390.966   
Georgia;1995;12;3551848   ;173.068   
Hawaii;1995;12;552.661   ;34.134   
Idaho;1995;12;574.554   ;33.863   
Illinois;1995;12;5865215   ;328.104   
Indiana;1995;12;2969546   ;138.703   
Iowa;1995;12;1542460   ;56.759   
Kansas;1995;12;1300474   ;54.978   
Kentucky;1995;12;1751011   ;101.055   
Louisiana;1995;12;1835342   ;131.309   
Maine;1995;12;609.476   ;36.127   
Maryland;1995;12;2577694   ;139.573   
Massachusetts;1995;12;3038984   ;162.724   
Michigan;1995;12;4594108   ;239.600   
Minnesota;1995;12;2542935   ;98.627   
Mississippi;1995;12;1176504   ;78.182   
Missouri;1995;12;2728901   ;127.866   
Montana;1995;12;418.695   ;25.828   
Nebraska;1995;12;882.973   ;24.401   
Nevada;1995;12;820.788   ;46.306   
New Hampshire;1995;12;609.348   ;22.882   
New Jersey;1995;12;3859844   ;263.750   
New Mexico;1995;12;745.872   ;58.870   
New York;1995;12;8123272   ;548.517   
New York city;1995;12;3049030   ;279.153   
North Carolina;1995;12;3623778   ;175.169   
North Dakota;1995;12;332.698   ;11.110   
Ohio;1995;12;5337938   ;286.845   
Oklahoma;1995;12;1499676   ;67.723   
Oregon;1995;12;1599800   ;86.073   
Pennsylvania;1995;12;5571539   ;351.995   
Rhode Island;1995;12;483.298   ;29.425   
South Carolina;1995;12;1766155   ;100.630   
South Dakota;1995;12;374.714   ;12.758   
Tennessee;1995;12;2596450   ;142.287   
Texas;1995;12;9053425   ;596.374   
Utah;1995;12;992.810   ;34.323   
Vermont;1995;12;308.893   ;13.296   
Virginia;1995;12;3276346   ;150.964   
Washington;1995;12;2661879   ;177.296   
West Virginia;1995;12;723.981   ;64.229   
Wisconsin;1995;12;2782820   ;109.078   
Wyoming;1995;12;241.631   ;12.416   
Alabama;1996;01;1955199   ;112.846   
Alaska;1996;01;282.473   ;23.525   
Arizona;1996;01;2146892   ;117.635   
Arkansas;1996;01;1168670   ;61.924   
California;1996;01;14034613   ;1190086   
Los Angeles County;1996;01;3936868   ;365.858   
Colorado;1996;01;2064658   ;90.105   
Connecticut;1996;01;1649646   ;90.757   
Delaware;1996;01;365.960   ;18.659   
District of Columbia;1996;01;268.464   ;25.425   
Florida;1996;01;6707566   ;388.056   
Georgia;1996;01;3560059   ;171.225   
Hawaii;1996;01;553.597   ;34.519   
Idaho;1996;01;575.487   ;33.979   
Illinois;1996;01;5868805   ;328.938   
Indiana;1996;01;2965753   ;137.960   
Iowa;1996;01;1544314   ;57.345   
Kansas;1996;01;1300891   ;55.434   
Kentucky;1996;01;1750537   ;100.843   
Louisiana;1996;01;1837564   ;131.699   
Maine;1996;01;611.067   ;35.883   
Maryland;1996;01;2579363   ;140.102   
Massachusetts;1996;01;3041756   ;160.250   
Michigan;1996;01;4600523   ;238.852   
Minnesota;1996;01;2545212   ;100.297   
Mississippi;1996;01;1176537   ;78.052   
Missouri;1996;01;2731515   ;128.929   
Montana;1996;01;419.160   ;25.750   
Nebraska;1996;01;883.567   ;24.564   
Nevada;1996;01;824.275   ;46.186   
New Hampshire;1996;01;609.121   ;22.972   
New Jersey;1996;01;3863065   ;264.042   
New Mexico;1996;01;746.110   ;59.952   
New York;1996;01;8132910   ;547.151   
New York city;1996;01;3054184   ;280.582   
North Carolina;1996;01;3634489   ;176.728   
North Dakota;1996;01;333.157   ;11.100   
Ohio;1996;01;5340645   ;285.092   
Oklahoma;1996;01;1502219   ;67.094   
Oregon;1996;01;1602661   ;88.527   
Pennsylvania;1996;01;5577071   ;351.256   
Rhode Island;1996;01;484.596   ;28.769   
South Carolina;1996;01;1764129   ;101.392   
South Dakota;1996;01;374.932   ;12.913   
Tennessee;1996;01;2598882   ;141.475   
Texas;1996;01;9063885   ;591.970   
Utah;1996;01;994.135   ;34.539   
Vermont;1996;01;309.382   ;13.340   
Virginia;1996;01;3274301   ;149.148   
Washington;1996;01;2671375   ;177.003   
West Virginia;1996;01;724.344   ;64.051   
Wisconsin;1996;01;2788465   ;109.244   
Wyoming;1996;01;241.635   ;12.408   
Alabama;1996;02;1957709   ;111.938   
Alaska;1996;02;282.954   ;23.532   
Arizona;1996;02;2147831   ;119.414   
Arkansas;1996;02;1168844   ;62.650   
California;1996;02;14064840   ;1183714   
Los Angeles County;1996;02;3934326   ;367.335   
Colorado;1996;02;2065845   ;90.968   
Connecticut;1996;02;1650805   ;90.887   
Delaware;1996;02;366.359   ;18.886   
District of Columbia;1996;02;267.447   ;25.261   
Florida;1996;02;6720888   ;385.762   
Georgia;1996;02;3569998   ;170.589   
Hawaii;1996;02;554.781   ;34.955   
Idaho;1996;02;576.349   ;34.020   
Illinois;1996;02;5875263   ;331.258   
Indiana;1996;02;2965005   ;136.573   
Iowa;1996;02;1546037   ;57.979   
Kansas;1996;02;1301731   ;56.327   
Kentucky;1996;02;1750886   ;100.829   
Louisiana;1996;02;1840965   ;131.840   
Maine;1996;02;612.579   ;35.762   
Maryland;1996;02;2582803   ;140.036   
Massachusetts;1996;02;3046453   ;158.066   
Michigan;1996;02;4608941   ;239.458   
Minnesota;1996;02;2547901   ;101.805   
Mississippi;1996;02;1177239   ;78.135   
Missouri;1996;02;2735238   ;131.215   
Montana;1996;02;419.909   ;25.643   
Nebraska;1996;02;884.543   ;24.739   
Nevada;1996;02;828.056   ;46.049   
New Hampshire;1996;02;608.865   ;23.264   
New Jersey;1996;02;3869026   ;264.325   
New Mexico;1996;02;746.653   ;60.810   
New York;1996;02;8147151   ;548.817   
New York city;1996;02;3061646   ;283.743   
North Carolina;1996;02;3647616   ;177.543   
North Dakota;1996;02;333.733   ;11.095   
Ohio;1996;02;5346322   ;284.030   
Oklahoma;1996;02;1505456   ;66.406   
Oregon;1996;02;1606070   ;90.857   
Pennsylvania;1996;02;5586843   ;349.014   
Rhode Island;1996;02;486.081   ;28.148   
South Carolina;1996;02;1763252   ;102.581   
South Dakota;1996;02;375.258   ;13.064   
Tennessee;1996;02;2601221   ;140.942   
Texas;1996;02;9076408   ;587.011   
Utah;1996;02;995.716   ;34.791   
Vermont;1996;02;309.872   ;13.443   
Virginia;1996;02;3273724   ;148.248   
Washington;1996;02;2681013   ;177.043   
West Virginia;1996;02;725.300   ;63.618   
Wisconsin;1996;02;2795457   ;109.105   
Wyoming;1996;02;241.669   ;12.435   
Alabama;1996;03;1961434   ;111.355   
Alaska;1996;03;283.629   ;23.439   
Arizona;1996;03;2149672   ;121.591   
Arkansas;1996;03;1169317   ;63.386   
California;1996;03;14102011   ;1175857   
Los Angeles County;1996;03;3934441   ;367.741   
Colorado;1996;03;2066618   ;92.085   
Connecticut;1996;03;1652272   ;91.049   
Delaware;1996;03;367.373   ;18.908   
District of Columbia;1996;03;266.549   ;25.196   
Florida;1996;03;6735546   ;384.258   
Georgia;1996;03;3581997   ;170.909   
Hawaii;1996;03;556.088   ;35.313   
Idaho;1996;03;577.266   ;33.934   
Illinois;1996;03;5884838   ;334.498   
Indiana;1996;03;2966972   ;134.510   
Iowa;1996;03;1547827   ;58.562   
Kansas;1996;03;1303064   ;57.377   
Kentucky;1996;03;1752880   ;100.655   
Louisiana;1996;03;1845249   ;131.574   
Maine;1996;03;614.186   ;35.691   
Maryland;1996;03;2588279   ;139.384   
Massachusetts;1996;03;3053503   ;155.967   
Michigan;1996;03;4618982   ;240.922   
Minnesota;1996;03;2551152   ;103.054   
Mississippi;1996;03;1178860   ;78.226   
Missouri;1996;03;2740182   ;133.969   
Montana;1996;03;420.837   ;25.510   
Nebraska;1996;03;885.884   ;24.915   
Nevada;1996;03;832.214   ;45.887   
New Hampshire;1996;03;608.751   ;23.626   
New Jersey;1996;03;3878605   ;263.893   
New Mexico;1996;03;747.559   ;61.468   
New York;1996;03;8165220   ;552.192   
New York city;1996;03;3070839   ;288.018   
North Carolina;1996;03;3663069   ;176.904   
North Dakota;1996;03;334.441   ;11.091   
Ohio;1996;03;5355959   ;283.684   
Oklahoma;1996;03;1509365   ;65.547   
Oregon;1996;03;1609782   ;92.869   
Pennsylvania;1996;03;5601505   ;344.987   
Rhode Island;1996;03;487.650   ;27.509   
South Carolina;1996;03;1763972   ;104.240   
South Dakota;1996;03;375.747   ;13.163   
Tennessee;1996;03;2604503   ;140.484   
Texas;1996;03;9091964   ;581.053   
Utah;1996;03;997.660   ;34.989   
Vermont;1996;03;310.312   ;13.582   
Virginia;1996;03;3275105   ;148.347   
Washington;1996;03;2690857   ;176.975   
West Virginia;1996;03;726.725   ;62.842   
Wisconsin;1996;03;2802838   ;108.714   
Wyoming;1996;03;241.765   ;12.507   
Alabama;1996;04;1966726   ;110.635   
Alaska;1996;04;284.414   ;23.250   
Arizona;1996;04;2152680   ;123.790   
Arkansas;1996;04;1170361   ;63.931   
California;1996;04;14145908   ;1164759   
Los Angeles County;1996;04;3938998   ;366.174   
Colorado;1996;04;2066931   ;93.020   
Connecticut;1996;04;1653894   ;91.043   
Delaware;1996;04;368.573   ;18.819   
District of Columbia;1996;04;265.866   ;25.151   
Florida;1996;04;6751539   ;382.899   
Georgia;1996;04;3595904   ;171.571   
Hawaii;1996;04;557.407   ;35.444   
Idaho;1996;04;578.414   ;33.737   
Illinois;1996;04;5896339   ;337.366   
Indiana;1996;04;2970347   ;131.908   
Iowa;1996;04;1549644   ;58.859   
Kansas;1996;04;1304768   ;58.308   
Kentucky;1996;04;1756770   ;99.994   
Louisiana;1996;04;1850060   ;130.799   
Maine;1996;04;615.907   ;35.560   
Maryland;1996;04;2595545   ;138.108   
Massachusetts;1996;04;3062970   ;153.679   
Michigan;1996;04;4629801   ;242.436   
Minnesota;1996;04;2555006   ;103.893   
Mississippi;1996;04;1181437   ;77.857   
Missouri;1996;04;2745942   ;136.242   
Montana;1996;04;421.823   ;25.344   
Nebraska;1996;04;887.427   ;25.032   
Nevada;1996;04;836.778   ;45.714   
New Hampshire;1996;04;608.959   ;23.930   
New Jersey;1996;04;3891646   ;262.225   
New Mexico;1996;04;748.733   ;61.889   
New York;1996;04;8186775   ;554.421   
New York city;1996;04;3080688   ;291.881   
North Carolina;1996;04;3679963   ;174.924   
North Dakota;1996;04;335.228   ;11.071   
Ohio;1996;04;5368332   ;283.596   
Oklahoma;1996;04;1513898   ;64.419   
Oregon;1996;04;1613369   ;94.267   
Pennsylvania;1996;04;5619814   ;339.044   
Rhode Island;1996;04;489.148   ;26.877   
South Carolina;1996;04;1766227   ;106.075   
South Dakota;1996;04;376.358   ;13.176   
Tennessee;1996;04;2608946   ;139.790   
Texas;1996;04;9110433   ;573.224   
Utah;1996;04;1000018   ;35.050   
Vermont;1996;04;310.699   ;13.727   
Virginia;1996;04;3278348   ;148.850   
Washington;1996;04;2700658   ;176.354   
West Virginia;1996;04;728.385   ;61.758   
Wisconsin;1996;04;2809600   ;107.983   
Wyoming;1996;04;241.935   ;12.594   
Alabama;1996;05;1973363   ;109.542   
Alaska;1996;05;285.260   ;22.979   
Arizona;1996;05;2156306   ;125.793   
Arkansas;1996;05;1171946   ;64.185   
California;1996;05;14194736   ;1149604   
Los Angeles County;1996;05;3948282   ;362.251   
Colorado;1996;05;2066885   ;93.385   
Connecticut;1996;05;1655595   ;90.807   
Delaware;1996;05;369.602   ;18.747   
District of Columbia;1996;05;265.406   ;25.039   
Florida;1996;05;6769160   ;380.948   
Georgia;1996;05;3611147   ;172.029   
Hawaii;1996;05;558.635   ;35.243   
Idaho;1996;05;579.927   ;33.426   
Illinois;1996;05;5907179   ;338.789   
Indiana;1996;05;2973827   ;128.825   
Iowa;1996;05;1551362   ;58.751   
Kansas;1996;05;1306688   ;58.854   
Kentucky;1996;05;1762359   ;98.927   
Louisiana;1996;05;1855073   ;129.690   
Maine;1996;05;617.679   ;35.309   
Maryland;1996;05;2604135   ;136.429   
Massachusetts;1996;05;3074004   ;151.109   
Michigan;1996;05;4640745   ;243.343   
Minnesota;1996;05;2559287   ;104.066   
Mississippi;1996;05;1184693   ;76.941   
Missouri;1996;05;2751947   ;137.363   
Montana;1996;05;422.748   ;25.136   
Nebraska;1996;05;889.005   ;25.007   
Nevada;1996;05;841.685   ;45.540   
New Hampshire;1996;05;609.544   ;24.127   
New Jersey;1996;05;3906831   ;259.338   
New Mexico;1996;05;750.061   ;62.028   
New York;1996;05;8210941   ;553.407   
New York city;1996;05;3090220   ;294.066   
North Carolina;1996;05;3696717   ;172.132   
North Dakota;1996;05;336.054   ;11.001   
Ohio;1996;05;5380741   ;283.293   
Oklahoma;1996;05;1518871   ;63.008   
Oregon;1996;05;1616462   ;94.950   
Pennsylvania;1996;05;5639387   ;331.979   
Rhode Island;1996;05;490.510   ;26.287   
South Carolina;1996;05;1769715   ;107.672   
South Dakota;1996;05;377.042   ;13.091   
Tennessee;1996;05;2614483   ;138.858   
Texas;1996;05;9131506   ;563.029   
Utah;1996;05;1002734   ;34.962   
Vermont;1996;05;311.055   ;13.849   
Virginia;1996;05;3282881   ;149.260   
Washington;1996;05;2710330   ;175.138   
West Virginia;1996;05;730.035   ;60.542   
Wisconsin;1996;05;2815259   ;106.816   
Wyoming;1996;05;242.149   ;12.659   
Alabama;1996;06;1980603   ;108.198   
Alaska;1996;06;286.038   ;22.696   
Arizona;1996;06;2159934   ;127.530   
Arkansas;1996;06;1173880   ;64.219   
California;1996;06;14246367   ;1132151   
Los Angeles County;1996;06;3961681   ;356.624   
Colorado;1996;06;2066571   ;93.000   
Connecticut;1996;06;1657442   ;90.466   
Delaware;1996;06;370.256   ;18.822   
District of Columbia;1996;06;265.199   ;24.813   
Florida;1996;06;6788711   ;378.273   
Georgia;1996;06;3626867   ;172.276   
Hawaii;1996;06;559.683   ;34.881   
Idaho;1996;06;581.792   ;33.078   
Illinois;1996;06;5915743   ;337.998   
Indiana;1996;06;2976942   ;125.209   
Iowa;1996;06;1553039   ;58.359   
Kansas;1996;06;1308733   ;59.036   
Kentucky;1996;06;1769027   ;97.904   
Louisiana;1996;06;1860079   ;128.538   
Maine;1996;06;619.484   ;34.930   
Maryland;1996;06;2613416   ;134.716   
Massachusetts;1996;06;3085300   ;148.438   
Michigan;1996;06;4651696   ;243.140   
Minnesota;1996;06;2563681   ;103.531   
Mississippi;1996;06;1188016   ;75.772   
Missouri;1996;06;2757688   ;137.522   
Montana;1996;06;423.626   ;24.867   
Nebraska;1996;06;890.453   ;24.878   
Nevada;1996;06;846.796   ;45.343   
New Hampshire;1996;06;610.506   ;24.236   
New Jersey;1996;06;3922787   ;255.909   
New Mexico;1996;06;751.457   ;61.957   
New York;1996;06;8236441   ;549.216   
New York city;1996;06;3099141   ;294.637   
North Carolina;1996;06;3712115   ;169.277   
North Dakota;1996;06;336.837   ;10.887   
Ohio;1996;06;5390976   ;282.405   
Oklahoma;1996;06;1523725   ;61.632   
Oregon;1996;06;1619087   ;95.089   
Pennsylvania;1996;06;5658135   ;325.083   
Rhode Island;1996;06;491.716   ;25.856   
South Carolina;1996;06;1774094   ;108.763   
South Dakota;1996;06;377.757   ;12.932   
Tennessee;1996;06;2620964   ;138.354   
Texas;1996;06;9154959   ;552.167   
Utah;1996;06;1005647   ;34.815   
Vermont;1996;06;311.410   ;13.942   
Virginia;1996;06;3288238   ;149.305   
Washington;1996;06;2720076   ;173.184   
West Virginia;1996;06;731.470   ;59.442   
Wisconsin;1996;06;2819766   ;105.201   
Wyoming;1996;06;242.396   ;12.683   
Alabama;1996;07;1987805   ;106.871   
Alaska;1996;07;286.664   ;22.472   
Arizona;1996;07;2163604   ;128.883   
Arkansas;1996;07;1175855   ;64.196   
California;1996;07;14298555   ;1115238   
Los Angeles County;1996;07;3977532   ;350.393   
Colorado;1996;07;2066257   ;91.812   
Connecticut;1996;07;1659456   ;90.235   
Delaware;1996;07;370.562   ;19.099   
District of Columbia;1996;07;265.325   ;24.491   
Florida;1996;07;6809786   ;375.233   
Georgia;1996;07;3642450   ;172.749   
Hawaii;1996;07;560.587   ;34.661   
Idaho;1996;07;583.952   ;32.813   
Illinois;1996;07;5922883   ;335.054   
Indiana;1996;07;2979735   ;121.351   
Iowa;1996;07;1554638   ;57.897   
Kansas;1996;07;1310864   ;58.958   
Kentucky;1996;07;1775948   ;97.627   
Louisiana;1996;07;1865013   ;127.584   
Maine;1996;07;621.347   ;34.458   
Maryland;1996;07;2622419   ;133.421   
Massachusetts;1996;07;3095626   ;146.026   
Michigan;1996;07;4662809   ;241.721   
Minnesota;1996;07;2567909   ;102.485   
Mississippi;1996;07;1191022   ;74.598   
Missouri;1996;07;2762797   ;137.300   
Montana;1996;07;424.476   ;24.580   
Nebraska;1996;07;891.731   ;24.685   
Nevada;1996;07;851.948   ;45.150   
New Hampshire;1996;07;611.817   ;24.265   
New Jersey;1996;07;3938556   ;252.794   
New Mexico;1996;07;752.859   ;61.783   
New York;1996;07;8261837   ;543.382   
New York city;1996;07;3107484   ;294.598   
North Carolina;1996;07;3725733   ;166.891   
North Dakota;1996;07;337.459   ;10.785   
Ohio;1996;07;5397360   ;281.028   
Oklahoma;1996;07;1527933   ;60.726   
Oregon;1996;07;1621352   ;95.140   
Pennsylvania;1996;07;5674695   ;319.612   
Rhode Island;1996;07;492.774   ;25.708   
South Carolina;1996;07;1779076   ;109.205   
South Dakota;1996;07;378.427   ;12.748   
Tennessee;1996;07;2627625   ;138.933   
Texas;1996;07;9180061   ;543.153   
Utah;1996;07;1008569   ;34.790   
Vermont;1996;07;311.791   ;14.025   
Virginia;1996;07;3293676   ;149.000   
Washington;1996;07;2729847   ;170.781   
West Virginia;1996;07;732.575   ;58.676   
Wisconsin;1996;07;2823380   ;103.337   
Wyoming;1996;07;242.651   ;12.684   
Alabama;1996;08;1994400   ;105.980   
Alaska;1996;08;287.120   ;22.355   
Arizona;1996;08;2167534   ;129.621   
Arkansas;1996;08;1177368   ;64.211   
California;1996;08;14349188   ;1101732   
Los Angeles County;1996;08;3993586   ;344.737   
Colorado;1996;08;2066514   ;90.148   
Connecticut;1996;08;1661570   ;90.298   
Delaware;1996;08;370.725   ;19.517   
District of Columbia;1996;08;265.701   ;24.155   
Florida;1996;08;6831668   ;372.962   
Georgia;1996;08;3657316   ;174.125   
Hawaii;1996;08;561.464   ;34.685   
Idaho;1996;08;586.364   ;32.769   
Illinois;1996;08;5929616   ;330.542   
Indiana;1996;08;2982368   ;117.526   
Iowa;1996;08;1555973   ;57.521   
Kansas;1996;08;1313059   ;58.773   
Kentucky;1996;08;1782396   ;98.623   
Louisiana;1996;08;1869723   ;126.849   
Maine;1996;08;623.133   ;34.020   
Maryland;1996;08;2629958   ;132.724   
Massachusetts;1996;08;3104632   ;144.251   
Michigan;1996;08;4673292   ;239.873   
Minnesota;1996;08;2571408   ;101.218   
Mississippi;1996;08;1193441   ;73.692   
Missouri;1996;08;2767234   ;137.332   
Montana;1996;08;425.237   ;24.358   
Nebraska;1996;08;892.797   ;24.456   
Nevada;1996;08;857.042   ;44.985   
New Hampshire;1996;08;613.379   ;24.200   
New Jersey;1996;08;3953044   ;250.882   
New Mexico;1996;08;754.244   ;61.488   
New York;1996;08;8285611   ;539.020   
New York city;1996;08;3115419   ;295.801   
North Carolina;1996;08;3737821   ;164.698   
North Dakota;1996;08;337.849   ;10.742   
Ohio;1996;08;5399825   ;279.688   
Oklahoma;1996;08;1531251   ;60.638   
Oregon;1996;08;1623220   ;95.624   
Pennsylvania;1996;08;5688691   ;316.221   
Rhode Island;1996;08;493.721   ;25.893   
South Carolina;1996;08;1784529   ;109.188   
South Dakota;1996;08;378.970   ;12.615   
Tennessee;1996;08;2633091   ;140.681   
Texas;1996;08;9205783   ;537.420   
Utah;1996;08;1011392   ;34.939   
Vermont;1996;08;312.177   ;14.124   
Virginia;1996;08;3298486   ;148.605   
Washington;1996;08;2739193   ;168.417   
West Virginia;1996;08;733.309   ;58.379   
Wisconsin;1996;08;2826042   ;101.784   
Wyoming;1996;08;242.870   ;12.721   
Alabama;1996;09;1999611   ;105.922   
Alaska;1996;09;287.406   ;22.358   
Arizona;1996;09;2170843   ;129.668   
Arkansas;1996;09;1177866   ;64.299   
California;1996;09;14394854   ;1093016   
Los Angeles County;1996;09;4007781   ;340.416   
Colorado;1996;09;2067518   ;88.340   
Connecticut;1996;09;1663398   ;90.697   
Delaware;1996;09;370.906   ;19.923   
District of Columbia;1996;09;266.018   ;23.880   
Florida;1996;09;6852347   ;372.260   
Georgia;1996;09;3670178   ;176.798   
Hawaii;1996;09;562.311   ;34.940   
Idaho;1996;09;588.718   ;32.934   
Illinois;1996;09;5935096   ;325.634   
Indiana;1996;09;2984655   ;113.797   
Iowa;1996;09;1556656   ;57.297   
Kansas;1996;09;1315044   ;58.682   
Kentucky;1996;09;1787476   ;100.830   
Louisiana;1996;09;1873493   ;126.151   
Maine;1996;09;624.451   ;33.769   
Maryland;1996;09;2634728   ;132.475   
Massachusetts;1996;09;3112392   ;143.312   
Michigan;1996;09;4681639   ;238.330   
Minnesota;1996;09;2573445   ;99.926   
Mississippi;1996;09;1194947   ;73.300   
Missouri;1996;09;2770774   ;137.997   
Montana;1996;09;425.754   ;24.240   
Nebraska;1996;09;893.429   ;24.276   
Nevada;1996;09;861.847   ;44.828   
New Hampshire;1996;09;615.016   ;24.057   
New Jersey;1996;09;3965071   ;250.557   
New Mexico;1996;09;755.401   ;61.023   
New York;1996;09;8305179   ;539.436   
New York city;1996;09;3122737   ;299.950   
North Carolina;1996;09;3748350   ;162.642   
North Dakota;1996;09;337.965   ;10.757   
Ohio;1996;09;5398669   ;279.445   
Oklahoma;1996;09;1533530   ;61.271   
Oregon;1996;09;1624451   ;96.645   
Pennsylvania;1996;09;5699735   ;314.815   
Rhode Island;1996;09;494.525   ;26.357   
South Carolina;1996;09;1789972   ;109.040   
South Dakota;1996;09;379.294   ;12.560   
Tennessee;1996;09;2635714   ;143.297   
Texas;1996;09;9229227   ;536.351   
Utah;1996;09;1013851   ;35.217   
Vermont;1996;09;312.498   ;14.231   
Virginia;1996;09;3301840   ;148.485   
Washington;1996;09;2747445   ;166.272   
West Virginia;1996;09;733.614   ;58.504   
Wisconsin;1996;09;2827328   ;100.971   
Wyoming;1996;09;242.970   ;12.835   
Alabama;1996;10;2003211   ;106.609   
Alaska;1996;10;287.523   ;22.474   
Arizona;1996;10;2172736   ;129.148   
Arkansas;1996;10;1177156   ;64.528   
California;1996;10;14433664   ;1089174   
Los Angeles County;1996;10;4018702   ;337.792   
Colorado;1996;10;2069602   ;86.626   
Connecticut;1996;10;1664570   ;91.379   
Delaware;1996;10;371.161   ;20.141   
District of Columbia;1996;10;266.062   ;23.672   
Florida;1996;10;6869526   ;372.920   
Georgia;1996;10;3680440   ;180.488   
Hawaii;1996;10;563.088   ;35.381   
Idaho;1996;10;590.614   ;33.220   
Illinois;1996;10;5938392   ;322.134   
Indiana;1996;10;2986143   ;110.709   
Iowa;1996;10;1556330   ;57.234   
Kansas;1996;10;1316465   ;58.709   
Kentucky;1996;10;1790698   ;103.897   
Louisiana;1996;10;1875790   ;125.624   
Maine;1996;10;625.092   ;33.784   
Maryland;1996;10;2636344   ;132.717   
Massachusetts;1996;10;3119083   ;143.265   
Michigan;1996;10;4687127   ;237.176   
Minnesota;1996;10;2573904   ;98.558   
Mississippi;1996;10;1195569   ;73.523   
Missouri;1996;10;2773299   ;139.135   
Montana;1996;10;425.920   ;24.251   
Nebraska;1996;10;893.517   ;24.212   
Nevada;1996;10;866.234   ;44.664   
New Hampshire;1996;10;616.542   ;23.895   
New Jersey;1996;10;3974305   ;251.254   
New Mexico;1996;10;756.165   ;60.479   
New York;1996;10;8319379   ;545.728   
New York city;1996;10;3129314   ;307.243   
North Carolina;1996;10;3757565   ;161.516   
North Dakota;1996;10;337.853   ;10.786   
Ohio;1996;10;5394951   ;281.210   
Oklahoma;1996;10;1534821   ;62.447   
Oregon;1996;10;1624893   ;98.139   
Pennsylvania;1996;10;5707604   ;315.538   
Rhode Island;1996;10;495.130   ;26.984   
South Carolina;1996;10;1795024   ;108.939   
South Dakota;1996;10;379.371   ;12.541   
Tennessee;1996;10;2634775   ;146.547   
Texas;1996;10;9247692   ;541.224   
Utah;1996;10;1015799   ;35.545   
Vermont;1996;10;312.724   ;14.337   
Virginia;1996;10;3303569   ;149.056   
Washington;1996;10;2754351   ;164.532   
West Virginia;1996;10;733.544   ;58.903   
Wisconsin;1996;10;2826887   ;101.170   
Wyoming;1996;10;242.901   ;13.005   
Alabama;1996;11;2005595   ;107.675   
Alaska;1996;11;287.511   ;22.658   
Arizona;1996;11;2173399   ;127.961   
Arkansas;1996;11;1175717   ;64.788   
California;1996;11;14468388   ;1087464   
Los Angeles County;1996;11;4027248   ;336.231   
Colorado;1996;11;2073607   ;85.084   
Connecticut;1996;11;1665146   ;92.046   
Delaware;1996;11;371.498   ;20.048   
District of Columbia;1996;11;265.853   ;23.497   
Florida;1996;11;6882913   ;374.512   
Georgia;1996;11;3688933   ;184.186   
Hawaii;1996;11;563.810   ;35.867   
Idaho;1996;11;591.980   ;33.503   
Illinois;1996;11;5939981   ;320.794   
